book,chapter,verse_number,verse_text
Genesis,44,34,"For how will I go up to my father, if the boy isn’t with me?—lest I see the evil that will come on my father.”"
Genesis,44,35,
Genesis,45,1,"Then Joseph couldn’t control himself before all those who stood before him, and he cried, “Cause everyone to go out from me!” No one else stood with him, while Joseph made himself known to his brothers."
Genesis,45,2,"He wept aloud. The Egyptians heard, and the house of Pharaoh heard."
Genesis,45,3,"Joseph said to his brothers, “I am Joseph! Does my father still live?”"
Genesis,45,4,His brothers couldn’t answer him; for they were terrified at his presence.
Genesis,45,5,"Joseph said to his brothers, “Come near to me, please.”"
Genesis,45,6,"They came near. “He said, I am Joseph, your brother, whom you sold into Egypt."
Genesis,45,7,"Now don’t be grieved, nor angry with yourselves, that you sold me here, for God sent me before you to preserve life."
Genesis,45,8,"For these two years the famine has been in the land, and there are yet five years, in which there will be no plowing and no harvest."
Genesis,45,9,"God sent me before you to preserve for you a remnant in the earth, and to save you alive by a great deliverance."
Genesis,45,10,"So now it wasn’t you who sent me here, but God, and he has made me a father to Pharaoh, lord of all his house, and ruler over all the land of Egypt."
Genesis,45,11,"Hurry, and go up to my father, and tell him, ‘This is what your son Joseph says, “God has made me lord of all Egypt. Come down to me. Don’t wait."
Genesis,45,12,"You shall dwell in the land of Goshen, and you will be near to me, you, your children, your children’s children, your flocks, your herds, and all that you have."
Genesis,45,13,"There I will nourish you; for there are yet five years of famine; lest you come to poverty, you, and your household, and all that you have.”’"
Genesis,45,14,"Behold, your eyes see, and the eyes of my brother Benjamin, that it is my mouth that speaks to you."
Genesis,45,15,"You shall tell my father of all my glory in Egypt, and of all that you have seen. You shall hurry and bring my father down here.”"
Genesis,45,16,"He fell on his brother Benjamin’s neck, and wept, and Benjamin wept on his neck."
Genesis,45,17,"He kissed all his brothers, and wept on them. After that his brothers talked with him."
Genesis,45,18,"The report of it was heard in Pharaoh’s house, saying, “Joseph’s brothers have come.” It pleased Pharaoh well, and his servants."
Genesis,45,19,"Pharaoh said to Joseph, “Tell your brothers, ‘Do this. Load your animals, and go, travel to the land of Canaan."
Genesis,45,20,"Take your father and your households, and come to me, and I will give you the good of the land of Egypt, and you will eat the fat of the land.’"
Genesis,45,21,"Now you are commanded: do this. Take wagons out of the land of Egypt for your little ones, and for your wives, and bring your father, and come."
Genesis,45,22,"Also, don’t concern yourselves about your belongings, for the good of all the land of Egypt is yours.”"
Genesis,45,23,"The sons of Israel did so. Joseph gave them wagons, according to the commandment of Pharaoh, and gave them provision for the way."
Genesis,45,24,"He gave each one of them changes of clothing, but to Benjamin he gave three hundred pieces of silver and five changes of clothing."
Genesis,45,25,"He sent the following to his father: ten donkeys loaded with the good things of Egypt, and ten female donkeys loaded with grain and bread and provision for his father by the way."
Genesis,45,26,"So he sent his brothers away, and they departed. He said to them, “See that you don’t quarrel on the way.”"
Genesis,45,27,"They went up out of Egypt, and came into the land of Canaan, to Jacob their father."
Genesis,45,28,"They told him, saying, “Joseph is still alive, and he is ruler over all the land of Egypt.” His heart fainted, for he didn’t believe them."
Genesis,45,29,"They told him all the words of Joseph, which he had said to them. When he saw the wagons which Joseph had sent to carry him, the spirit of Jacob, their father, revived."
Genesis,45,30,"Israel said, “It is enough. Joseph my son is still alive. I will go and see him before I die.”"
Genesis,45,31,
Genesis,46,1,"Israel traveled with all that he had, and came to Beersheba, and offered sacrifices to the God of his father, Isaac."
Genesis,46,2,"God spoke to Israel in the visions of the night, and said, “Jacob, Jacob!”"
Genesis,46,3,"He said, “Here I am.”"
Genesis,46,4,"He said, “I am God, the God of your father. Don’t be afraid to go down into Egypt, for there I will make of you a great nation."
Genesis,46,5,I will go down with you into Egypt. I will also surely bring you up again. Joseph will close your eyes.”
Genesis,46,6,"Jacob rose up from Beersheba, and the sons of Israel carried Jacob, their father, their little ones, and their wives, in the wagons which Pharaoh had sent to carry him."
Genesis,46,7,"They took their livestock, and their goods, which they had gotten in the land of Canaan, and came into Egypt—Jacob, and all his offspring with him,"
Genesis,46,8,"his sons, and his sons’ sons with him, his daughters, and his sons’ daughters, and he brought all his offspring with him into Egypt."
Genesis,46,9,"These are the names of the children of Israel, who came into Egypt, Jacob and his sons: Reuben, Jacob’s firstborn."
Genesis,46,10,"The sons of Reuben: Hanoch, Pallu, Hezron, and Carmi."
Genesis,46,11,"The sons of Simeon: Jemuel, Jamin, Ohad, Jachin, Zohar, and Shaul the son of a Canaanite woman."
Genesis,46,12,"The sons of Levi: Gershon, Kohath, and Merari."
Genesis,46,13,"The sons of Judah: Er, Onan, Shelah, Perez, and Zerah; but Er and Onan died in the land of Canaan. The sons of Perez were Hezron and Hamul."
Genesis,46,14,"The sons of Issachar: Tola, Puvah, Iob, and Shimron."
Genesis,46,15,"The sons of Zebulun: Sered, Elon, and Jahleel."
Genesis,46,16,"These are the sons of Leah, whom she bore to Jacob in Paddan Aram, with his daughter Dinah. All the souls of his sons and his daughters were thirty-three."
Genesis,46,17,"The sons of Gad: Ziphion, Haggi, Shuni, Ezbon, Eri, Arodi, and Areli."
Genesis,46,18,"The sons of Asher: Imnah, Ishvah, Ishvi, Beriah, and Serah their sister. The sons of Beriah: Heber and Malchiel."
Genesis,46,19,"These are the sons of Zilpah, whom Laban gave to Leah, his daughter, and these she bore to Jacob, even sixteen souls."
Genesis,46,20,"The sons of Rachel, Jacob’s wife: Joseph and Benjamin."
Genesis,46,21,"To Joseph in the land of Egypt were born Manasseh and Ephraim, whom Asenath, the daughter of Potiphera, priest of On, bore to him."
Genesis,46,22,"The sons of Benjamin: Bela, Becher, Ashbel, Gera, Naaman, Ehi, Rosh, Muppim, Huppim, and Ard."
Genesis,46,23,"These are the sons of Rachel, who were born to Jacob: all the souls were fourteen."
Genesis,46,24,The son of Dan: Hushim.
Genesis,46,25,"The sons of Naphtali: Jahzeel, Guni, Jezer, and Shillem."
Genesis,46,26,"These are the sons of Bilhah, whom Laban gave to Rachel, his daughter, and these she bore to Jacob: all the souls were seven."
Genesis,46,27,"All the souls who came with Jacob into Egypt, who were his direct offspring, besides Jacob’s sons’ wives, all the souls were sixty-six."
Genesis,46,28,"The sons of Joseph, who were born to him in Egypt, were two souls. All the souls of the house of Jacob, who came into Egypt, were seventy."
Genesis,46,29,"He sent Judah before him to Joseph, to show the way before him to Goshen, and they came into the land of Goshen."
Genesis,46,30,"Joseph prepared his chariot, and went up to meet Israel, his father, in Goshen. He presented himself to him, and fell on his neck, and wept on his neck a good while."
Genesis,46,31,"Israel said to Joseph, “Now let me die, since I have seen your face, that you are still alive.”"
Genesis,46,32,"Joseph said to his brothers, and to his father’s house, “I will go up, and speak with Pharaoh, and will tell him, ‘My brothers, and my father’s house, who were in the land of Canaan, have come to me."
Genesis,46,33,"These men are shepherds, for they have been keepers of livestock, and they have brought their flocks, and their herds, and all that they have.’"
Genesis,46,34,"It will happen, when Pharaoh summons you, and will say, ‘What is your occupation?’"
Genesis,46,35,"that you shall say, ‘Your servants have been keepers of livestock from our youth even until now, both we, and our fathers:’ that you may dwell in the land of Goshen; for every shepherd is an abomination to the Egyptians.”"
Genesis,46,36,
Genesis,47,1,"Then Joseph went in and told Pharaoh, and said, “My father and my brothers, with their flocks, their herds, and all that they own, have come out of the land of Canaan; and behold, they are in the land of Goshen.”"
Genesis,47,2,"From among his brothers he took five men, and presented them to Pharaoh."
Genesis,47,3,"Pharaoh said to his brothers, “What is your occupation?”"
Genesis,47,4,"They said to Pharaoh, “Your servants are shepherds, both we, and our fathers.”"
Genesis,47,5,"They said to Pharaoh, “We have come to live as foreigners in the land, for there is no pasture for your servants’ flocks. For the famine is severe in the land of Canaan. Now therefore, please let your servants dwell in the land of Goshen.”"
Genesis,47,6,"Pharaoh spoke to Joseph, saying, “Your father and your brothers have come to you."
Genesis,47,7,"The land of Egypt is before you. Make your father and your brothers dwell in the best of the land. Let them dwell in the land of Goshen. If you know any able men among them, then put them in charge of my livestock.”"
Genesis,47,8,"Joseph brought in Jacob, his father, and set him before Pharaoh, and Jacob blessed Pharaoh."
Genesis,47,9,"Pharaoh said to Jacob, “How many are the days of the years of your life?”"
Genesis,47,10,"Jacob said to Pharaoh, “The days of the years of my pilgrimage are one hundred thirty years. Few and evil have been the days of the years of my life, and they have not attained to the days of the years of the life of my fathers in the days of their pilgrimage.”"
Genesis,47,11,"Jacob blessed Pharaoh, and went out from the presence of Pharaoh."
Genesis,47,12,"Joseph placed his father and his brothers, and gave them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh had commanded."
Genesis,47,13,"Joseph nourished his father, his brothers, and all of his father’s household, with bread, according to their families."
Genesis,47,14,"There was no bread in all the land; for the famine was very severe, so that the land of Egypt and the land of Canaan fainted by reason of the famine."
Genesis,47,15,"Joseph gathered up all the money that was found in the land of Egypt, and in the land of Canaan, for the grain which they bought: and Joseph brought the money into Pharaoh’s house."
Genesis,47,16,"When the money was all spent in the land of Egypt, and in the land of Canaan, all the Egyptians came to Joseph, and said, “Give us bread, for why should we die in your presence? For our money fails.”"
Genesis,47,17,"Joseph said, “Give me your livestock; and I will give you food for your livestock, if your money is gone.”"
Genesis,47,18,"They brought their livestock to Joseph, and Joseph gave them bread in exchange for the horses, and for the flocks, and for the herds, and for the donkeys: and he fed them with bread in exchange for all their livestock for that year."
Genesis,47,19,"When that year was ended, they came to him the second year, and said to him, “We will not hide from my lord how our money is all spent, and the herds of livestock are my lord’s. There is nothing left in the sight of my lord, but our bodies, and our lands."
Genesis,47,20,"Why should we die before your eyes, both we and our land? Buy us and our land for bread, and we and our land will be servants to Pharaoh. Give us seed, that we may live, and not die, and that the land won’t be desolate.”"
Genesis,47,21,"So Joseph bought all the land of Egypt for Pharaoh, for every man of the Egyptians sold his field, because the famine was severe on them, and the land became Pharaoh’s."
Genesis,47,22,"As for the people, he moved them to the cities from one end of the border of Egypt even to the other end of it."
Genesis,47,23,"Only he didn’t buy the land of the priests, for the priests had a portion from Pharaoh, and ate their portion which Pharaoh gave them. That is why they didn’t sell their land."
Genesis,47,24,"Then Joseph said to the people, “Behold, I have bought you and your land today for Pharaoh. Behold, here is seed for you, and you shall sow the land."
Genesis,47,25,"It will happen at the harvests, that you shall give a fifth to Pharaoh, and four parts will be your own, for seed of the field, for your food, for them of your households, and for food for your little ones.”"
Genesis,47,26,"They said, “You have saved our lives! Let us find favor in the sight of my lord, and we will be Pharaoh’s servants.”"
Genesis,47,27,"Joseph made it a statute concerning the land of Egypt to this day, that Pharaoh should have the fifth. Only the land of the priests alone didn’t become Pharaoh’s."
Genesis,47,28,"Israel lived in the land of Egypt, in the land of Goshen; and they got themselves possessions therein, and were fruitful, and multiplied exceedingly."
Genesis,47,29,"Jacob lived in the land of Egypt seventeen years. So the days of Jacob, the years of his life, were one hundred forty-seven years."
Genesis,47,30,"The time came near that Israel must die, and he called his son Joseph, and said to him, “If now I have found favor in your sight, please put your hand under my thigh, and deal kindly and truly with me. Please don’t bury me in Egypt,"
Genesis,47,31,"but when I sleep with my fathers, you shall carry me out of Egypt, and bury me in their burying place.”"
Genesis,47,32,"He said, “I will do as you have said.”"
Genesis,47,33,"He said, “Swear to me,” and he swore to him. Israel bowed himself on the bed’s head."
Genesis,47,34,
Genesis,48,1,"After these things, someone said to Joseph, “Behold, your father is sick.” He took with him his two sons, Manasseh and Ephraim."
Genesis,48,2,"Someone told Jacob, and said, “Behold, your son Joseph comes to you,” and Israel strengthened himself, and sat on the bed."
Genesis,48,3,"Jacob said to Joseph, “God Almighty appeared to me at Luz in the land of Canaan, and blessed me,"
Genesis,48,4,"and said to me, ‘Behold, I will make you fruitful, and multiply you, and I will make of you a company of peoples, and will give this land to your offspring after you for an everlasting possession.’"
Genesis,48,5,"Now your two sons, who were born to you in the land of Egypt before I came to you into Egypt, are mine; Ephraim and Manasseh, even as Reuben and Simeon, will be mine."
Genesis,48,6,"Your issue, whom you become the father of after them, will be yours. They will be called after the name of their brothers in their inheritance."
Genesis,48,7,"As for me, when I came from Paddan, Rachel died by me in the land of Canaan on the way, when there was still some distance to come to Ephrath, and I buried her there on the way to Ephrath (also called Bethlehem).”"
Genesis,48,8,"Israel saw Joseph’s sons, and said, “Who are these?”"
Genesis,48,9,"Joseph said to his father, “They are my sons, whom God has given me here.”"
Genesis,48,10,"He said, “Please bring them to me, and I will bless them.”"
Genesis,48,11,"Now the eyes of Israel were dim for age, so that he couldn’t see. He brought them near to him; and he kissed them, and embraced them."
Genesis,48,12,"Israel said to Joseph, “I didn’t think I would see your face, and behold, God has let me see your offspring also.”"
Genesis,48,13,"Joseph brought them out from between his knees, and he bowed himself with his face to the earth."
Genesis,48,14,"Joseph took them both, Ephraim in his right hand toward Israel’s left hand, and Manasseh in his left hand toward Israel’s right hand, and brought them near to him."
Genesis,48,15,"Israel stretched out his right hand, and laid it on Ephraim’s head, who was the younger, and his left hand on Manasseh’s head, guiding his hands knowingly, for Manasseh was the firstborn."
Genesis,48,16,"He blessed Joseph, and said, “The God before whom my fathers Abraham and Isaac walked, the God who has fed me all my life long to this day,"
Genesis,48,17,"the angel who has redeemed me from all evil, bless the lads, and let my name be named on them, and the name of my fathers Abraham and Isaac. Let them grow into a multitude upon the earth.”"
Genesis,48,18,"When Joseph saw that his father laid his right hand on the head of Ephraim, it displeased him. He held up his father’s hand, to remove it from Ephraim’s head to Manasseh’s head."
Genesis,48,19,"Joseph said to his father, “Not so, my father; for this is the firstborn; put your right hand on his head.”"
Genesis,48,20,"His father refused, and said, “I know, my son, I know. He also will become a people, and he also will be great. However, his younger brother will be greater than he, and his offspring will become a multitude of nations.”"
Genesis,48,21,"He blessed them that day, saying, “In you will Israel bless, saying, ‘God make you as Ephraim and as Manasseh’” He set Ephraim before Manasseh."
Genesis,48,22,"Israel said to Joseph, “Behold, I am dying, but God will be with you, and bring you again to the land of your fathers."
Genesis,48,23,"Moreover I have given to you one portion above your brothers, which I took out of the hand of the Amorite with my sword and with my bow.”"
Genesis,48,24,
Genesis,49,1,"Jacob called to his sons, and said: “Gather yourselves together, that I may tell you that which will happen to you in the days to come."
Genesis,49,2,"Assemble yourselves, and hear, you sons of Jacob."
Genesis,49,3,"Listen to Israel, your father."
Genesis,49,4,"“Reuben, you are my firstborn, my might, and the beginning of my strength;"
Genesis,49,5,"excelling in dignity, and excelling in power."
Genesis,49,6,"Boiling over like water, you shall not excel;"
Genesis,49,7,"because you went up to your father’s bed,"
Genesis,49,8,then defiled it. He went up to my couch.
Genesis,49,9,“Simeon and Levi are brothers.
Genesis,49,10,Their swords are weapons of violence.
Genesis,49,11,"My soul, don’t come into their council."
Genesis,49,12,"My glory, don’t be united to their assembly;"
Genesis,49,13,for in their anger they killed men.
Genesis,49,14,In their self-will they hamstrung cattle.
Genesis,49,15,"Cursed be their anger, for it was fierce;"
Genesis,49,16,"and their wrath, for it was cruel."
Genesis,49,17,"I will divide them in Jacob,"
Genesis,49,18,and scatter them in Israel.
Genesis,49,19,"“Judah, your brothers will praise you."
Genesis,49,20,Your hand will be on the neck of your enemies.
Genesis,49,21,Your father’s sons will bow down before you.
Genesis,49,22,Judah is a lion’s cub.
Genesis,49,23,"From the prey, my son, you have gone up."
Genesis,49,24,"He stooped down, he crouched as a lion,"
Genesis,49,25,as a lioness.
Genesis,49,26,Who will rouse him up?
Genesis,49,27,"The scepter will not depart from Judah,"
Genesis,49,28,"nor the ruler’s staff from between his feet,"
Genesis,49,29,until he comes to whom it belongs.
Genesis,49,30,To him will the obedience of the peoples be.
Genesis,49,31,"Binding his foal to the vine,"
Genesis,49,32,his donkey’s colt to the choice vine;
Genesis,49,33,"he has washed his garments in wine,"
Genesis,49,34,his robes in the blood of grapes.
Genesis,49,35,"His eyes will be red with wine,"
Genesis,49,36,his teeth white with milk.
Genesis,49,37,“Zebulun will dwell at the haven of the sea.
Genesis,49,38,He will be for a haven of ships.
Genesis,49,39,His border will be on Sidon.
Genesis,49,40,"“Issachar is a strong donkey,"
Genesis,49,41,lying down between the saddlebags.
Genesis,49,42,"He saw a resting place, that it was good,"
Genesis,49,43,"the land, that it was pleasant."
Genesis,49,44,"He bows his shoulder to the burden,"
Genesis,49,45,and becomes a servant doing forced labor.
Genesis,49,46,"“Dan will judge his people,"
Genesis,49,47,as one of the tribes of Israel.
Genesis,49,48,"Dan will be a serpent on the trail,"
Genesis,49,49,"an adder in the path,"
Genesis,49,50,"That bites the horse’s heels,"
Genesis,49,51,so that his rider falls backward.
Genesis,49,52,"I have waited for your salvation, Yahweh."
Genesis,49,53,"“A troop will press on Gad,"
Genesis,49,54,but he will press on their heel.
Genesis,49,55,“Asher’s food will be rich.
Genesis,49,56,He will produce royal dainties.
Genesis,49,57,"“Naphtali is a doe set free,"
Genesis,49,58,who bears beautiful fawns.
Genesis,49,59,"“Joseph is a fruitful vine,"
Genesis,49,60,a fruitful vine by a spring.
Genesis,49,61,His branches run over the wall.
Genesis,49,62,"The archers have severely grieved him,"
Genesis,49,63,"shot at him, and persecuted him:"
Genesis,49,64,But his bow remained strong.
Genesis,49,65,"The arms of his hands were made strong,"
Genesis,49,66,"by the hands of the Mighty One of Jacob,"
Genesis,49,67,"(from there is the shepherd, the stone of Israel),"
Genesis,49,68,"even by the God of your father, who will help you;"
Genesis,49,69,"by the Almighty, who will bless you,"
Genesis,49,70,"with blessings of heaven above,"
Genesis,49,71,"blessings of the deep that lies below,"
Genesis,49,72,"blessings of the breasts, and of the womb."
Genesis,49,73,"The blessings of your father have prevailed above the blessings of your ancestors,"
Genesis,49,74,above the boundaries of the ancient hills.
Genesis,49,75,"They will be on the head of Joseph,"
Genesis,49,76,on the crown of the head of him who is separated from his brothers.
Genesis,49,77,“Benjamin is a ravenous wolf.
Genesis,49,78,In the morning he will devour the prey.
Genesis,49,79,At evening he will divide the plunder.”
Genesis,49,80,"All these are the twelve tribes of Israel, and this is what their father spoke to them and blessed them. He blessed everyone according to his blessing."
Genesis,49,81,"He instructed them, and said to them, “I am to be gathered to my people. Bury me with my fathers in the cave that is in the field of Ephron the Hittite,"
Genesis,49,82,"in the cave that is in the field of Machpelah, which is before Mamre, in the land of Canaan, which Abraham bought with the field from Ephron the Hittite as a burial place."
Genesis,49,83,"There they buried Abraham and Sarah, his wife. There they buried Isaac and Rebekah, his wife, and there I buried Leah:"
Genesis,49,84,"the field and the cave that is therein, which was purchased from the children of Heth.”"
Genesis,49,85,"When Jacob finished charging his sons, he gathered up his feet into the bed, and yielded up the spirit, and was gathered to his people."
Genesis,49,86,
Genesis,50,1,"Joseph fell on his father’s face, wept on him, and kissed him."
Genesis,50,2,"Joseph commanded his servants, the physicians, to embalm his father; and the physicians embalmed Israel."
Genesis,50,3,"Forty days were fulfilled for him, for that is how many the days it takes to embalm. The Egyptians wept for him for seventy days."
Genesis,50,4,"When the days of weeping for him were past, Joseph spoke to the house of Pharaoh, saying, “If now I have found favor in your eyes, please speak in the ears of Pharaoh, saying,"
Genesis,50,5,"‘My father made me swear, saying, “Behold, I am dying. Bury me in my grave which I have dug for myself in the land of Canaan.” Now therefore, please let me go up and bury my father, and I will come again.’”"
Genesis,50,6,"Pharaoh said, “Go up, and bury your father, just like he made you swear.”"
Genesis,50,7,"Joseph went up to bury his father; and with him went up all the servants of Pharaoh, the elders of his house, all the elders of the land of Egypt,"
Genesis,50,8,"All the house of Joseph, his brothers, and his father’s house. Only their little ones, their flocks, and their herds, they left in the land of Goshen."
Genesis,50,9,There went up with him both chariots and horsemen. It was a very great company.
Genesis,50,10,"They came to the threshing floor of Atad, which is beyond the Jordan, and there they lamented with a very great and severe lamentation. He mourned for his father seven days."
Genesis,50,11,"When the inhabitants of the land, the Canaanites, saw the mourning in the floor of Atad, they said, “This is a grievous mourning by the Egyptians.” Therefore its name was called Abel Mizraim, which is beyond the Jordan."
Genesis,50,12,"His sons did to him just as he commanded them,"
Genesis,50,13,"for his sons carried him into the land of Canaan, and buried him in the cave of the field of Machpelah, which Abraham bought with the field, as a possession for a burial site, from Ephron the Hittite, near Mamre."
Genesis,50,14,"Joseph returned into Egypt—he, and his brothers, and all that went up with him to bury his father, after he had buried his father."
Genesis,50,15,"When Joseph’s brothers saw that their father was dead, they said, “It may be that Joseph will hate us, and will fully pay us back for all the evil which we did to him.”"
Genesis,50,16,"They sent a message to Joseph, saying, “Your father commanded before he died, saying,"
Genesis,50,17,"‘You shall tell Joseph, “Now please forgive the disobedience of your brothers, and their sin, because they did evil to you.”’ Now, please forgive the disobedience of the servants of the God of your father.” Joseph wept when they spoke to him."
Genesis,50,18,"His brothers also went and fell down before his face; and they said, “Behold, we are your servants.”"
Genesis,50,19,"Joseph said to them, “Don’t be afraid, for am I in the place of God?"
Genesis,50,20,"As for you, you meant evil against me, but God meant it for good, to bring to pass, as it is today, to save many people alive."
Genesis,50,21,"Now therefore don’t be afraid. I will nourish you and your little ones.” He comforted them, and spoke kindly to them."
Genesis,50,22,"Joseph lived in Egypt, he, and his father’s house. Joseph lived one hundred ten years."
Genesis,50,23,"Joseph saw Ephraim’s children to the third generation. The children also of Machir, the son of Manasseh, were born on Joseph’s knees."
Genesis,50,24,"Joseph said to his brothers, “I am dying, but God will surely visit you, and bring you up out of this land to the land which he swore to Abraham, to Isaac, and to Jacob.”"
Genesis,50,25,"Joseph took an oath from the children of Israel, saying, “God will surely visit you, and you shall carry up my bones from here.”"
Genesis,50,26,"So Joseph died, being one hundred ten years old, and they embalmed him, and he was put in a coffin in Egypt."
Genesis,50,27,
Exodous,1,1,"Now these are the names of the sons of Israel, who came into Egypt (every man and his household came with Jacob):"
Exodous,1,2,"Reuben, Simeon, Levi, and Judah,"
Exodous,1,3,"Issachar, Zebulun, and Benjamin,"
Exodous,1,4,"Dan and Naphtali, Gad and Asher."
Exodous,1,5,"All the souls who came out of Jacob’s body were seventy souls, and Joseph was in Egypt already."
Exodous,1,6,"Joseph died, as did all his brothers, and all that generation."
Exodous,1,7,"The children of Israel were fruitful, and increased abundantly, and multiplied, and grew exceedingly mighty; and the land was filled with them."
Exodous,1,8,"Now there arose a new king over Egypt, who didn’t know Joseph."
Exodous,1,9,"He said to his people, “Behold, the people of the children of Israel are more and mightier than we."
Exodous,1,10,"Come, let us deal wisely with them, lest they multiply, and it happen that when any war breaks out, they also join themselves to our enemies, and fight against us, and escape out of the land.”"
Exodous,1,11,Therefore they set taskmasters over them to afflict them with their burdens. They built storage cities for Pharaoh: Pithom and Raamses.
Exodous,1,12,"But the more they afflicted them, the more they multiplied and the more they spread out. They were grieved because of the children of Israel."
Exodous,1,13,"The Egyptians ruthlessly made the children of Israel serve,"
Exodous,1,14,"and they made their lives bitter with hard service, in mortar and in brick, and in all kinds of service in the field, all their service, in which they ruthlessly made them serve."
Exodous,1,15,"The king of Egypt spoke to the Hebrew midwives, of whom the name of the one was Shiphrah, and the name of the other Puah,"
Exodous,1,16,"and he said, “When you perform the duty of a midwife to the Hebrew women, and see them on the birth stool; if it is a son, then you shall kill him; but if it is a daughter, then she shall live.”"
Exodous,1,17,"But the midwives feared God, and didn’t do what the king of Egypt commanded them, but saved the baby boys alive."
Exodous,1,18,"The king of Egypt called for the midwives, and said to them, “Why have you done this thing, and have saved the boys alive?”"
Exodous,1,19,"The midwives said to Pharaoh, “Because the Hebrew women aren’t like the Egyptian women; for they are vigorous, and give birth before the midwife comes to them.”"
Exodous,1,20,"God dealt well with the midwives, and the people multiplied, and grew very mighty."
Exodous,1,21,"Because the midwives feared God, he gave them families."
Exodous,1,22,"Pharaoh commanded all his people, saying, “You shall cast every son who is born into the river, and every daughter you shall save alive.”"
Exodous,1,23,
Exodous,2,1,A man of the house of Levi went and took a daughter of Levi as his wife.
Exodous,2,2,"The woman conceived, and bore a son. When she saw that he was a fine child, she hid him three months."
Exodous,2,3,"When she could no longer hide him, she took a papyrus basket for him, and coated it with tar and with pitch. She put the child in it, and laid it in the reeds by the river’s bank."
Exodous,2,4,"His sister stood far off, to see what would be done to him."
Exodous,2,5,"Pharaoh’s daughter came down to bathe at the river. Her maidens walked along by the riverside. She saw the basket among the reeds, and sent her servant to get it."
Exodous,2,6,"She opened it, and saw the child, and behold, the baby cried. She had compassion on him, and said, “This is one of the Hebrews’ children.”"
Exodous,2,7,"Then his sister said to Pharaoh’s daughter, “Should I go and call a nurse for you from the Hebrew women, that she may nurse the child for you?”"
Exodous,2,8,"Pharaoh’s daughter said to her, “Go.”"
Exodous,2,9,The young woman went and called the child’s mother.
Exodous,2,10,"Pharaoh’s daughter said to her, “Take this child away, and nurse him for me, and I will give you your wages.”"
Exodous,2,11,"The woman took the child, and nursed it."
Exodous,2,12,"The child grew, and she brought him to Pharaoh’s daughter, and he became her son. She named him Moses, and said, “Because I drew him out of the water.”"
Exodous,2,13,"In those days, when Moses had grown up, he went out to his brothers, and looked at their burdens. He saw an Egyptian striking a Hebrew, one of his brothers."
Exodous,2,14,"He looked this way and that way, and when he saw that there was no one, he killed the Egyptian, and hid him in the sand."
Exodous,2,15,"He went out the second day, and behold, two men of the Hebrews were fighting with each other. He said to him who did the wrong, “Why do you strike your fellow?”"
Exodous,2,16,"He said, “Who made you a prince and a judge over us? Do you plan to kill me, as you killed the Egyptian?”"
Exodous,2,17,"Moses was afraid, and said, “Surely this thing is known.”"
Exodous,2,18,"Now when Pharaoh heard this thing, he sought to kill Moses. But Moses fled from the face of Pharaoh, and lived in the land of Midian, and he sat down by a well."
Exodous,2,19,"Now the priest of Midian had seven daughters. They came and drew water, and filled the troughs to water their father’s flock."
Exodous,2,20,"The shepherds came and drove them away; but Moses stood up and helped them, and watered their flock."
Exodous,2,21,"When they came to Reuel, their father, he said, “How is it that you have returned so early today?”"
Exodous,2,22,"They said, “An Egyptian delivered us out of the hand of the shepherds, and moreover he drew water for us, and watered the flock.”"
Exodous,2,23,"He said to his daughters, “Where is he? Why is it that you have left the man? Call him, that he may eat bread.”"
Exodous,2,24,"Moses was content to dwell with the man. He gave Moses Zipporah, his daughter."
Exodous,2,25,"She bore a son, and he named him Gershom, for he said, “I have lived as a foreigner in a foreign land.”"
Exodous,2,26,"In the course of those many days, the king of Egypt died, and the children of Israel sighed because of the bondage, and they cried, and their cry came up to God because of the bondage."
Exodous,2,27,"God heard their groaning, and God remembered his covenant with Abraham, with Isaac, and with Jacob."
Exodous,2,28,"God saw the children of Israel, and God was concerned about them."
Exodous,2,29,
Exodous,3,1,"Now Moses was keeping the flock of Jethro, his father-in-law, the priest of Midian, and he led the flock to the back of the wilderness, and came to God’s mountain, to Horeb."
Exodous,3,2,"Yahweh’s angel appeared to him in a flame of fire out of the middle of a bush. He looked, and behold, the bush burned with fire, and the bush was not consumed."
Exodous,3,3,"Moses said, “I will go now, and see this great sight, why the bush is not burned.”"
Exodous,3,4,"When Yahweh saw that he came over to see, God called to him out of the middle of the bush, and said, “Moses! Moses!”"
Exodous,3,5,"He said, “Here I am.”"
Exodous,3,6,"He said, “Don’t come close. Take off your sandals, for the place you are standing on is holy ground.”"
Exodous,3,7,"Moreover he said, “I am the God of your father, the God of Abraham, the God of Isaac, and the God of Jacob.”"
Exodous,3,8,Moses hid his face; for he was afraid to look at God.
Exodous,3,9,"Yahweh said, “I have surely seen the affliction of my people who are in Egypt, and have heard their cry because of their taskmasters, for I know their sorrows."
Exodous,3,10,"I have come down to deliver them out of the hand of the Egyptians, and to bring them up out of that land to a good and large land, to a land flowing with milk and honey; to the place of the Canaanite, the Hittite, the Amorite, the Perizzite, the Hivite, and the Jebusite."
Exodous,3,11,"Now, behold, the cry of the children of Israel has come to me. Moreover I have seen the oppression with which the Egyptians oppress them."
Exodous,3,12,"Come now therefore, and I will send you to Pharaoh, that you may bring my people, the children of Israel, out of Egypt.”"
Exodous,3,13,"Moses said to God, “Who am I, that I should go to Pharaoh, and that I should bring the children of Israel out of Egypt?”"
