book,chapter,verse_number,verse_text
2 Kings,14,12,Judah was defeated by Israel; and each man fled to his tent.
2 Kings,14,13,"Jehoash king of Israel took Amaziah king of Judah, the son of Jehoash the son of Ahaziah, at Beth Shemesh, and came to Jerusalem, and broke down the wall of Jerusalem from the gate of Ephraim to the corner gate, four hundred cubits."
2 Kings,14,14,"He took all the gold and silver, and all the vessels that were found in Yahweh’s house and in the treasures of the king’s house, the hostages also, and returned to Samaria."
2 Kings,14,15,"Now the rest of the acts of Jehoash which he did, and his might, and how he fought with Amaziah king of Judah, aren’t they written in the book of the chronicles of the kings of Israel?"
2 Kings,14,16,"Jehoash slept with his fathers, and was buried in Samaria with the kings of Israel; and Jeroboam his son reigned in his place."
2 Kings,14,17,Amaziah the son of Joash king of Judah lived after the death of Jehoash son of Jehoahaz king of Israel fifteen years.
2 Kings,14,18,"Now the rest of the acts of Amaziah, aren’t they written in the book of the chronicles of the kings of Judah?"
2 Kings,14,19,"They made a conspiracy against him in Jerusalem, and he fled to Lachish; but they sent after him to Lachish, and killed him there."
2 Kings,14,20,"They brought him on horses, and he was buried at Jerusalem with his fathers in David’s city."
2 Kings,14,21,"All the people of Judah took Azariah, who was sixteen years old, and made him king in the place of his father Amaziah."
2 Kings,14,22,"He built Elath, and restored it to Judah. After that the king slept with his fathers."
2 Kings,14,23,"In the fifteenth year of Amaziah the son of Joash king of Judah, Jeroboam the son of Joash king of Israel began to reign in Samaria for forty-one years."
2 Kings,14,24,"He did that which was evil in Yahweh’s sight. He didn’t depart from all the sins of Jeroboam the son of Nebat, with which he made Israel to sin."
2 Kings,14,25,"He restored the border of Israel from the entrance of Hamath to the sea of the Arabah, according to Yahweh, the God of Israel’s word, which he spoke by his servant Jonah the son of Amittai, the prophet, who was from Gath Hepher."
2 Kings,14,26,"For Yahweh saw the affliction of Israel, that it was very bitter; for all, slave and free, and there was no helper for Israel."
2 Kings,14,27,Yahweh didn’t say that he would blot out the name of Israel from under the sky; but he saved them by the hand of Jeroboam the son of Joash.
2 Kings,14,28,"Now the rest of the acts of Jeroboam, and all that he did, and his might, how he fought, and how he recovered Damascus, and Hamath, which had belonged to Judah, for Israel, aren’t they written in the book of the chronicles of the kings of Israel?"
2 Kings,14,29,"Jeroboam slept with his fathers, even with the kings of Israel; and Zechariah his son reigned in his place."
2 Kings,14,30,
2 Kings,15,1,"In the twenty-seventh year of Jeroboam king of Israel, Azariah son of Amaziah king of Judah began to reign."
2 Kings,15,2,"He was sixteen years old when he began to reign, and he reigned fifty-two years in Jerusalem. His mother’s name was Jecoliah of Jerusalem."
2 Kings,15,3,"He did that which was right in Yahweh’s eyes, according to all that his father Amaziah had done."
2 Kings,15,4,However the high places were not taken away. The people still sacrificed and burned incense in the high places.
2 Kings,15,5,"Yahweh struck the king, so that he was a leper to the day of his death, and lived in a separate house. Jotham, the king’s son was over the household, judging the people of the land."
2 Kings,15,6,"Now the rest of the acts of Azariah, and all that he did, aren’t they written in the book of the chronicles of the kings of Judah?"
2 Kings,15,7,Azariah slept with his fathers; and they buried him with his fathers in David’s city: and Jotham his son reigned in his place.
2 Kings,15,8,"In the thirty-eighth year of Azariah king of Judah, Zechariah the son of Jeroboam reigned over Israel in Samaria six months."
2 Kings,15,9,"He did that which was evil in Yahweh’s sight, as his fathers had done. He didn’t depart from the sins of Jeroboam the son of Nebat, with which he made Israel to sin."
2 Kings,15,10,"Shallum the son of Jabesh conspired against him, and struck him before the people, and killed him, and reigned in his place."
2 Kings,15,11,"Now the rest of the acts of Zechariah, behold, they are written in the book of the chronicles of the kings of Israel."
2 Kings,15,12,"This was Yahweh’s word which he spoke to Jehu, saying, “Your sons to the fourth generation shall sit on the throne of Israel.” So it came to pass."
2 Kings,15,13,"Shallum the son of Jabesh began to reign in the thirty-ninth year of Uzziah king of Judah, and he reigned for a month in Samaria."
2 Kings,15,14,"Menahem the son of Gadi went up from Tirzah, came to Samaria, struck Shallum the son of Jabesh in Samaria, killed him, and reigned in his place."
2 Kings,15,15,"Now the rest of the acts of Shallum, and his conspiracy which he made, behold, they are written in the book of the chronicles of the kings of Israel."
2 Kings,15,16,"Then Menahem attacked Tiphsah, and all who were in it, and its border areas, from Tirzah. He attacked it because they didn’t open their gates to him, and he ripped up all their women who were with child."
2 Kings,15,17,"In the thirty ninth year of Azariah king of Judah, Menahem the son of Gadi began to reign over Israel for ten years in Samaria."
2 Kings,15,18,"He did that which was evil in Yahweh’s sight. He didn’t depart all his days from the sins of Jeroboam the son of Nebat, with which he made Israel to sin."
2 Kings,15,19,"Pul the king of Assyria came against the land, and Menahem gave Pul one thousand talents of silver, that his hand might be with him to confirm the kingdom in his hand."
2 Kings,15,20,"Menahem exacted the money from Israel, even from all the mighty men of wealth, from each man fifty shekels of silver, to give to the king of Assyria. So the king of Assyria turned back, and didn’t stay there in the land."
2 Kings,15,21,"Now the rest of the acts of Menahem, and all that he did, aren’t they written in the book of the chronicles of the kings of Israel?"
2 Kings,15,22,"Menahem slept with his fathers, and Pekahiah his son reigned in his place."
2 Kings,15,23,"In the fiftieth year of Azariah king of Judah, Pekahiah the son of Menahem began to reign over Israel in Samaria for two years."
2 Kings,15,24,"He did that which was evil in Yahweh’s sight. He didn’t depart from the sins of Jeroboam the son of Nebat, with which he made Israel to sin."
2 Kings,15,25,"Pekah the son of Remaliah, his captain, conspired against him and attacked him in Samaria, in the fortress of the king’s house, with Argob and Arieh; and with him were fifty men of the Gileadites. He killed him, and reigned in his place."
2 Kings,15,26,"Now the rest of the acts of Pekahiah, and all that he did, behold, they are written in the book of the chronicles of the kings of Israel."
2 Kings,15,27,"In the fifty-second year of Azariah king of Judah, Pekah the son of Remaliah began to reign over Israel in Samaria for twenty years."
2 Kings,15,28,"He did that which was evil in Yahweh’s sight. He didn’t depart from the sins of Jeroboam the son of Nebat, with which he made Israel to sin."
2 Kings,15,29,"In the days of Pekah king of Israel, Tiglath Pileser king of Assyria came and took Ijon, Abel Beth Maacah, Janoah, Kedesh, Hazor, Gilead, and Galilee, all the land of Naphtali; and he carried them captive to Assyria."
2 Kings,15,30,"Hoshea the son of Elah made a conspiracy against Pekah the son of Remaliah, attacked him, killed him, and reigned in his place, in the twentieth year of Jotham the son of Uzziah."
2 Kings,15,31,"Now the rest of the acts of Pekah, and all that he did, behold, they are written in the book of the chronicles of the kings of Israel."
2 Kings,15,32,"In the second year of Pekah the son of Remaliah king of Israel, Jotham the son of Uzziah king of Judah began to reign."
2 Kings,15,33,"He was twenty-five years old when he began to reign, and he reigned sixteen years in Jerusalem. His mother’s name was Jerusha the daughter of Zadok."
2 Kings,15,34,He did that which was right in Yahweh’s eyes. He did according to all that his father Uzziah had done.
2 Kings,15,35,However the high places were not taken away. The people still sacrificed and burned incense in the high places. He built the upper gate of Yahweh’s house.
2 Kings,15,36,"Now the rest of the acts of Jotham, and all that he did, aren’t they written in the book of the chronicles of the kings of Judah?"
2 Kings,15,37,"In those days, Yahweh began to send Rezin the king of Syria and Pekah the son of Remaliah against Judah."
2 Kings,15,38,"Jotham slept with his fathers, and was buried with his fathers in his father David’s city, and Ahaz his son reigned in his place."
2 Kings,15,39,
2 Kings,16,1,"In the seventeenth year of Pekah the son of Remaliah, Ahaz the son of Jotham king of Judah began to reign."
2 Kings,16,2,"Ahaz was twenty years old when he began to reign, and he reigned sixteen years in Jerusalem. He didn’t do that which was right in Yahweh his God’s eyes, like David his father."
2 Kings,16,3,"But he walked in the way of the kings of Israel, yes, and made his son to pass through the fire, according to the abominations of the nations whom Yahweh cast out from before the children of Israel."
2 Kings,16,4,"He sacrificed and burned incense in the high places, on the hills, and under every green tree."
2 Kings,16,5,"Then Rezin king of Syria and Pekah son of Remaliah king of Israel came up to Jerusalem to wage war. They besieged Ahaz, but could not overcome him."
2 Kings,16,6,"At that time Rezin king of Syria recovered Elath to Syria, and drove the Jews from Elath; and the Syrians came to Elath, and lived there, to this day."
2 Kings,16,7,"So Ahaz sent messengers to Tiglath Pileser king of Assyria, saying, “I am your servant and your son. Come up and save me out of the hand of the king of Syria, and out of the hand of the king of Israel, who rise up against me.”"
2 Kings,16,8,"Ahaz took the silver and gold that was found in Yahweh’s house, and in the treasures of the king’s house, and sent it for a present to the king of Assyria."
2 Kings,16,9,"The king of Assyria listened to him; and the king of Assyria went up against Damascus, and took it, and carried its people captive to Kir, and killed Rezin."
2 Kings,16,10,"King Ahaz went to Damascus to meet Tiglath Pileser king of Assyria, and saw the altar that was at Damascus; and king Ahaz sent to Urijah the priest a drawing of the altar and plans to build it."
2 Kings,16,11,"Urijah the priest built an altar. According to all that king Ahaz had sent from Damascus, so Urijah the priest made it for the coming of king Ahaz from Damascus."
2 Kings,16,12,"When the king had come from Damascus, the king saw the altar; and the king came near to the altar, and offered on it."
2 Kings,16,13,"He burned his burnt offering and his meal offering, poured his drink offering, and sprinkled the blood of his peace offerings on the altar."
2 Kings,16,14,"The bronze altar, which was before Yahweh, he brought from the front of the house, from between his altar and Yahweh’s house, and put it on the north side of his altar."
2 Kings,16,15,"King Ahaz commanded Urijah the priest, saying, “On the great altar burn the morning burnt offering, the evening meal offering, the king’s burnt offering, his meal offering, with the burnt offering of all the people of the land, their meal offering, and their drink offerings; and sprinkle on it all the blood of the burnt offering, and all the blood of the sacrifice; but the bronze altar will be for me to inquire by.”"
2 Kings,16,16,"Urijah the priest did so, according to all that king Ahaz commanded."
2 Kings,16,17,"King Ahaz cut off the panels of the bases, and removed the basin from off them, and took down the sea from off the bronze oxen that were under it, and put it on a pavement of stone."
2 Kings,16,18,"He removed the covered way for the Sabbath that they had built in the house, and the king’s entry outside to Yahweh’s house, because of the king of Assyria."
2 Kings,16,19,"Now the rest of the acts of Ahaz which he did, aren’t they written in the book of the chronicles of the kings of Judah?"
2 Kings,16,20,"Ahaz slept with his fathers, and was buried with his fathers in David’s city, and Hezekiah his son reigned in his place."
2 Kings,16,21,
2 Kings,17,1,"In the twelfth year of Ahaz king of Judah, Hoshea the son of Elah began to reign in Samaria over Israel for nine years."
2 Kings,17,2,"He did that which was evil in Yahweh’s sight, yet not as the kings of Israel who were before him."
2 Kings,17,3,"Shalmaneser king of Assyria came up against him, and Hoshea became his servant, and brought him tribute."
2 Kings,17,4,"The king of Assyria found conspiracy in Hoshea; for he had sent messengers to So king of Egypt, and offered no tribute to the king of Assyria, as he had done year by year. Therefore the king of Assyria seized him, and bound him in prison."
2 Kings,17,5,"Then the king of Assyria came up throughout all the land, went up to Samaria, and besieged it three years."
2 Kings,17,6,"In the ninth year of Hoshea the king of Assyria took Samaria, and carried Israel away to Assyria, and placed them in Halah, and on the Habor, the river of Gozan, and in the cities of the Medes."
2 Kings,17,7,"It was so because the children of Israel had sinned against Yahweh their God, who brought them up out of the land of Egypt from under the hand of Pharaoh king of Egypt, and had feared other gods,"
2 Kings,17,8,"and walked in the statutes of the nations whom Yahweh cast out from before the children of Israel, and of the kings of Israel, which they made."
2 Kings,17,9,"The children of Israel secretly did things that were not right against Yahweh their God; and they built high places for themselves in all their cities, from the tower of the watchmen to the fortified city;"
2 Kings,17,10,"and they set up for themselves pillars and Asherah poles on every high hill, and under every green tree;"
2 Kings,17,11,"and there they burned incense in all the high places, as the nations whom Yahweh carried away before them did; and they did wicked things to provoke Yahweh to anger;"
2 Kings,17,12,"and they served idols, of which Yahweh had said to them, “You shall not do this thing.”"
2 Kings,17,13,"Yet Yahweh testified to Israel, and to Judah, by every prophet, and every seer, saying, “Turn from your evil ways, and keep my commandments and my statutes, according to all the law which I commanded your fathers, and which I sent to you by my servants the prophets.”"
2 Kings,17,14,"Notwithstanding, they would not listen, but hardened their neck, like the neck of their fathers, who didn’t believe in Yahweh their God."
2 Kings,17,15,"They rejected his statutes, and his covenant that he made with their fathers, and his testimonies which he testified to them; and they followed vanity, and became vain, and followed the nations that were around them, concerning whom Yahweh had commanded them that they should not do like them."
2 Kings,17,16,"They abandoned all the commandments of Yahweh their God, and made molten images for themselves, even two calves, and made an Asherah, and worshiped all the army of the sky, and served Baal."
2 Kings,17,17,"They caused their sons and their daughters to pass through the fire, used divination and enchantments, and sold themselves to do that which was evil in Yahweh’s sight, to provoke him to anger."
2 Kings,17,18,"Therefore Yahweh was very angry with Israel, and removed them out of his sight. There was none left but the tribe of Judah only."
2 Kings,17,19,"Also Judah didn’t keep the commandments of Yahweh their God, but walked in the statutes of Israel which they made."
2 Kings,17,20,"Yahweh rejected all the offspring of Israel, afflicted them, and delivered them into the hands of raiders, until he had cast them out of his sight."
2 Kings,17,21,"For he tore Israel from David’s house; and they made Jeroboam the son of Nebat king; and Jeroboam drove Israel from following Yahweh, and made them sin a great sin."
2 Kings,17,22,The children of Israel walked in all the sins of Jeroboam which he did; they didn’t depart from them
2 Kings,17,23,"until Yahweh removed Israel out of his sight, as he said by all his servants the prophets. So Israel was carried away out of their own land to Assyria to this day."
2 Kings,17,24,"The king of Assyria brought men from Babylon, from Cuthah, from Avva, and from Hamath and Sepharvaim, and placed them in the cities of Samaria instead of the children of Israel; and they possessed Samaria, and lived in its cities."
2 Kings,17,25,"So it was, at the beginning of their dwelling there, that they didn’t fear Yahweh. Therefore Yahweh sent lions among them, which killed some of them."
2 Kings,17,26,"Therefore they spoke to the king of Assyria, saying, “The nations which you have carried away and placed in the cities of Samaria don’t know the law of the god of the land. Therefore he has sent lions among them, and behold, they kill them, because they don’t know the law of the god of the land.”"
2 Kings,17,27,"Then the king of Assyria commanded, saying, “Carry there one of the priests whom you brought from there; and let them go and dwell there, and let him teach them the law of the god of the land.”"
2 Kings,17,28,"So one of the priests whom they had carried away from Samaria came and lived in Bethel, and taught them how they should fear Yahweh."
2 Kings,17,29,"However every nation made gods of their own, and put them in the houses of the high places which the Samaritans had made, every nation in their cities in which they lived."
2 Kings,17,30,"The men of Babylon made Succoth Benoth, and the men of Cuth made Nergal, and the men of Hamath made Ashima,"
2 Kings,17,31,"and the Avvites made Nibhaz and Tartak; and the Sepharvites burned their children in the fire to Adrammelech and Anammelech, the gods of Sepharvaim."
2 Kings,17,32,"So they feared Yahweh, and also made from among themselves priests of the high places for themselves, who sacrificed for them in the houses of the high places."
2 Kings,17,33,"They feared Yahweh, and also served their own gods, after the ways of the nations from among whom they had been carried away."
2 Kings,17,34,"To this day they do what they did before. They don’t fear Yahweh, and they do not follow the statutes, or the ordinances, or the law, or the commandment which Yahweh commanded the children of Jacob, whom he named Israel;"
2 Kings,17,35,"with whom Yahweh had made a covenant, and commanded them, saying, “You shall not fear other gods, nor bow yourselves to them, nor serve them, nor sacrifice to them;"
2 Kings,17,36,"but you shall fear Yahweh, who brought you up out of the land of Egypt with great power and with an outstretched arm, and you shall bow yourselves to him, and you shall sacrifice to him."
2 Kings,17,37,"The statutes and the ordinances, and the law and the commandment, which he wrote for you, you shall observe to do forever more. You shall not fear other gods."
2 Kings,17,38,You shall not forget the covenant that I have made with you. You shall not fear other gods.
2 Kings,17,39,"But you shall fear Yahweh your God, and he will deliver you out of the hand of all your enemies.”"
2 Kings,17,40,"However they did not listen, but they did what they did before."
2 Kings,17,41,"So these nations feared Yahweh, and also served their engraved images. Their children likewise, and their children’s children, as their fathers did, so they do to this day."
2 Kings,17,42,
2 Kings,18,1,"Now in the third year of Hoshea son of Elah king of Israel, Hezekiah the son of Ahaz king of Judah began to reign."
2 Kings,18,2,"He was twenty-five years old when he began to reign, and he reigned twenty-nine years in Jerusalem. His mother’s name was Abi the daughter of Zechariah."
2 Kings,18,3,"He did that which was right in Yahweh’s eyes, according to all that David his father had done."
2 Kings,18,4,"He removed the high places, and broke the pillars, and cut down the Asherah. He also broke in pieces the bronze serpent that Moses had made, because in those days the children of Israel burned incense to it; and he called it Nehushtan."
2 Kings,18,5,"He trusted in Yahweh, the God of Israel; so that after him was no one like him among all the kings of Judah, nor among them that were before him."
2 Kings,18,6,"For he joined with Yahweh. He didn’t depart from following him, but kept his commandments, which Yahweh commanded Moses."
2 Kings,18,7,"Yahweh was with him. Wherever he went, he prospered. He rebelled against the king of Assyria, and didn’t serve him."
2 Kings,18,8,"He struck the Philistines to Gaza and its borders, from the tower of the watchmen to the fortified city."
2 Kings,18,9,"In the fourth year of king Hezekiah, which was the seventh year of Hoshea son of Elah king of Israel, Shalmaneser king of Assyria came up against Samaria, and besieged it."
2 Kings,18,10,"At the end of three years they took it. In the sixth year of Hezekiah, which was the ninth year of Hoshea king of Israel, Samaria was taken."
2 Kings,18,11,"The king of Assyria carried Israel away to Assyria, and put them in Halah, and on the Habor, the river of Gozan, and in the cities of the Medes,"
2 Kings,18,12,"because they didn’t obey Yahweh their God’s voice, but transgressed his covenant, even all that Moses the servant of Yahweh commanded, and would not hear it or do it."
2 Kings,18,13,"Now in the fourteenth year of king Hezekiah, Sennacherib king of Assyria came up against all the fortified cities of Judah, and took them."
2 Kings,18,14,"Hezekiah king of Judah sent to the king of Assyria to Lachish, saying, “I have offended you. Return from me. That which you put on me, I will bear.” The king of Assyria appointed to Hezekiah king of Judah three hundred talents of silver and thirty talents of gold."
2 Kings,18,15,"Hezekiah gave him all the silver that was found in Yahweh’s house, and in the treasures of the king’s house."
2 Kings,18,16,"At that time, Hezekiah cut off the gold from the doors of Yahweh’s temple, and from the pillars which Hezekiah king of Judah had overlaid, and gave it to the king of Assyria."
2 Kings,18,17,"The king of Assyria sent Tartan and Rabsaris and Rabshakeh from Lachish to king Hezekiah with a great army to Jerusalem. They went up and came to Jerusalem. When they had come up, they came and stood by the conduit of the upper pool, which is in the highway of the fuller’s field."
2 Kings,18,18,"When they had called to the king, Eliakim the son of Hilkiah, who was over the household, and Shebnah the scribe, and Joah the son of Asaph the recorder came out to them."
2 Kings,18,19,"Rabshakeh said to them, “Say now to Hezekiah, ‘Thus says the great king, the king of Assyria, “What confidence is this in which you trust?"
2 Kings,18,20,"You say (but they are but vain words), ‘There is counsel and strength for war.’ Now on whom do you trust, that you have rebelled against me?"
2 Kings,18,21,"Now, behold, you trust in the staff of this bruised reed, even in Egypt. If a man leans on it, it will go into his hand, and pierce it. So is Pharaoh king of Egypt to all who trust on him."
2 Kings,18,22,"But if you tell me, ‘We trust in Yahweh our God;’ isn’t that he whose high places and whose altars Hezekiah has taken away, and has said to Judah and to Jerusalem, ‘You shall worship before this altar in Jerusalem?’"
2 Kings,18,23,"Now therefore, please give pledges to my master the king of Assyria, and I will give you two thousand horses, if you are able on your part to set riders on them."
2 Kings,18,24,"How then can you turn away the face of one captain of the least of my master’s servants, and put your trust on Egypt for chariots and for horsemen?"
2 Kings,18,25,"Have I now come up without Yahweh against this place to destroy it? Yahweh said to me, ‘Go up against this land, and destroy it.’”’”"
2 Kings,18,26,"Then Eliakim the son of Hilkiah, Shebnah, and Joah, said to Rabshakeh, “Please speak to your servants in the Syrian language, for we understand it. Don’t speak with us in the Jews’ language, in the hearing of the people who are on the wall.”"
2 Kings,18,27,"But Rabshakeh said to them, “Has my master sent me to your master and to you, to speak these words? Hasn’t he sent me to the men who sit on the wall, to eat their own dung, and to drink their own urine with you?”"
2 Kings,18,28,"Then Rabshakeh stood, and cried with a loud voice in the Jews’ language, and spoke, saying, “Hear the word of the great king, the king of Assyria."
2 Kings,18,29,"Thus says the king, ‘Don’t let Hezekiah deceive you; for he will not be able to deliver you out of his hand."
2 Kings,18,30,"Don’t let Hezekiah make you trust in Yahweh, saying, “Yahweh will surely deliver us, and this city shall not be given into the hand of the king of Assyria.”"
2 Kings,18,31,"Don’t listen to Hezekiah.’ For thus says the king of Assyria, ‘Make your peace with me, and come out to me; and everyone of you eat from his own vine, and everyone from his own fig tree, and everyone drink water from his own cistern;"
2 Kings,18,32,"until I come and take you away to a land like your own land, a land of grain and new wine, a land of bread and vineyards, a land of olive trees and of honey, that you may live, and not die. Don’t listen to Hezekiah, when he persuades you, saying, “Yahweh will deliver us.”"
2 Kings,18,33,Has any of the gods of the nations ever delivered his land out of the hand of the king of Assyria?
2 Kings,18,34,"Where are the gods of Hamath, and of Arpad? Where are the gods of Sepharvaim, of Hena, and Ivvah? Have they delivered Samaria out of my hand?"
2 Kings,18,35,"Who are they among all the gods of the countries, that have delivered their country out of my hand, that Yahweh should deliver Jerusalem out of my hand?’”"
2 Kings,18,36,"But the people stayed quiet, and answered him not a word; for the king’s commandment was, “Don’t answer him.”"
2 Kings,18,37,"Then Eliakim the son of Hilkiah, who was over the household, came with Shebna the scribe, and Joah the son of Asaph the recorder, to Hezekiah with their clothes torn, and told him Rabshakeh’s words."
2 Kings,18,38,
2 Kings,19,1,"When king Hezekiah heard it, he tore his clothes, covered himself with sackcloth, and went into Yahweh’s house."
2 Kings,19,2,"He sent Eliakim, who was over the household, Shebna the scribe, and the elders of the priests, covered with sackcloth, to Isaiah the prophet the son of Amoz."
2 Kings,19,3,"They said to him, “Thus says Hezekiah, ‘Today is a day of trouble, of rebuke, and of rejection; for the children have come to the point of birth, and there is no strength to deliver them."
2 Kings,19,4,"It may be Yahweh your God will hear all the words of Rabshakeh, whom the king of Assyria his master has sent to defy the living God, and will rebuke the words which Yahweh your God has heard. Therefore lift up your prayer for the remnant that is left.’”"
2 Kings,19,5,So the servants of king Hezekiah came to Isaiah.
2 Kings,19,6,"Isaiah said to them, “Tell your master this: ‘Yahweh says, “Don’t be afraid of the words that you have heard, with which the servants of the king of Assyria have blasphemed me."
2 Kings,19,7,"Behold, I will put a spirit in him, and he will hear news, and will return to his own land. I will cause him to fall by the sword in his own land.”’”"
2 Kings,19,8,So Rabshakeh returned and found the king of Assyria warring against Libnah; for he had heard that he had departed from Lachish.
2 Kings,19,9,"When he heard it said of Tirhakah king of Ethiopia, “Behold, he has come out to fight against you, he sent messengers again to Hezekiah, saying,"
2 Kings,19,10,"‘Tell Hezekiah king of Judah this: “Don’t let your God in whom you trust deceive you, saying, Jerusalem will not be given into the hand of the king of Assyria."
2 Kings,19,11,"Behold, you have heard what the kings of Assyria have done to all lands, by destroying them utterly. Will you be delivered?"
2 Kings,19,12,"Have the gods of the nations delivered them, which my fathers have destroyed, Gozan, Haran, Rezeph, and the children of Eden who were in Telassar?"
2 Kings,19,13,"Where is the king of Hamath, the king of Arpad, and the king of the city of Sepharvaim, of Hena, and Ivvah?”’”"
2 Kings,19,14,"Hezekiah received the letter from the hand of the messengers and read it. Then Hezekiah went up to Yahweh’s house, and spread it before Yahweh."
2 Kings,19,15,"Hezekiah prayed before Yahweh, and said, “Yahweh, the God of Israel, who sit above the cherubim, you are the God, even you alone, of all the kingdoms of the earth. You have made heaven and earth."
2 Kings,19,16,"Incline your ear, Yahweh, and hear. Open your eyes, Yahweh, and see. Hear the words of Sennacherib, which he has sent to defy the living God."
2 Kings,19,17,"Truly, Yahweh, the kings of Assyria have laid waste the nations and their lands,"
2 Kings,19,18,"and have cast their gods into the fire; for they were no gods, but the work of men’s hands, wood and stone. Therefore they have destroyed them."
2 Kings,19,19,"Now therefore, Yahweh our God, save us, I beg you, out of his hand, that all the kingdoms of the earth may know that you, Yahweh, are God alone.”"
2 Kings,19,20,"Then Isaiah the son of Amoz sent to Hezekiah, saying, “Yahweh, the God of Israel, says ‘You have prayed to me against Sennacherib king of Assyria, and I have heard you."
2 Kings,19,21,This is the word that Yahweh has spoken concerning him: ‘The virgin daughter of Zion has despised you and ridiculed you. The daughter of Jerusalem has shaken her head at you.
2 Kings,19,22,Whom have you defied and blasphemed? Against whom have you exalted your voice and lifted up your eyes on high? Against the Holy One of Israel!
2 Kings,19,23,"By your messengers, you have defied the Lord, and have said, “With the multitude of my chariots, I have come up to the height of the mountains, to the innermost parts of Lebanon, and I will cut down its tall cedars and its choice cypress trees; and I will enter into his farthest lodging place, the forest of his fruitful field."
2 Kings,19,24,"I have dug and drunk strange waters, and with the sole of my feet will I dry up all the rivers of Egypt.”"
2 Kings,19,25,"Haven’t you heard how I have done it long ago, and formed it of ancient times? Now I have brought it to pass, that it should be yours to lay waste fortified cities into ruinous heaps."
2 Kings,19,26,"Therefore their inhabitants had little power. They were dismayed and confounded. They were like the grass of the field, and like the green herb, like the grass on the housetops, and like grain blasted before it has grown up."
2 Kings,19,27,"But I know your sitting down, your going out, your coming in, and your raging against me."
2 Kings,19,28,"Because of your raging against me, and because your arrogance has come up into my ears, therefore I will put my hook in your nose, and my bridle in your lips, and I will turn you back by the way by which you came.’"
2 Kings,19,29,"“This will be the sign to you: This year, you will eat that which grows of itself, and in the second year that which springs of the same; and in the third year sow, and reap, and plant vineyards, and eat its fruit."
2 Kings,19,30,"The remnant that has escaped of the house of Judah will again take root downward, and bear fruit upward."
2 Kings,19,31,"For out of Jerusalem a remnant will go out, and out of Mount Zion those who shall escape. Yahweh’s zeal will perform this."
2 Kings,19,32,"“Therefore Yahweh says concerning the king of Assyria, ‘He will not come to this city, nor shoot an arrow there. He will not come before it with shield, nor cast up a mound against it."
2 Kings,19,33,"By the way that he came, by the same he will return, and he will not come to this city,’ says Yahweh."
2 Kings,19,34,"‘For I will defend this city to save it, for my own sake, and for my servant David’s sake.’”"
2 Kings,19,35,"That night, Yahweh’s angel went out, and struck one hundred eighty-five thousand in the camp of the Assyrians. When men arose early in the morning, behold, these were all dead bodies."
2 Kings,19,36,"So Sennacherib king of Assyria departed, and went and returned, and lived at Nineveh."
2 Kings,19,37,"As he was worshiping in the house of Nisroch his god, Adrammelech and Sharezer struck him with the sword; and they escaped into the land of Ararat. Esar Haddon his son reigned in his place."
2 Kings,19,38,
2 Kings,20,1,"In those days Hezekiah was sick and dying. Isaiah the prophet the son of Amoz came to him, and said to him, “Yahweh says, ‘Set your house in order; for you will die, and not live.’”"
2 Kings,20,2,"Then he turned his face to the wall, and prayed to Yahweh, saying,"
2 Kings,20,3,"“Remember now, Yahweh, I beg you, how I have walked before you in truth and with a perfect heart, and have done that which is good in your sight.” And Hezekiah wept bitterly."
2 Kings,20,4,"Before Isaiah had gone out into the middle part of the city, Yahweh’s word came to him, saying,"
2 Kings,20,5,"“Turn back, and tell Hezekiah the prince of my people, ‘Yahweh, the God of David your father, says, “I have heard your prayer. I have seen your tears. Behold, I will heal you. On the third day, you will go up to Yahweh’s house."
2 Kings,20,6,"I will add to your days fifteen years. I will deliver you and this city out of the hand of the king of Assyria. I will defend this city for my own sake, and for my servant David’s sake.”’”"
2 Kings,20,7,"Isaiah said, “Take a cake of figs.”"
2 Kings,20,8,"They took and laid it on the boil, and he recovered."
2 Kings,20,9,"Hezekiah said to Isaiah, “What will be the sign that Yahweh will heal me, and that I will go up to Yahweh’s house the third day?”"
2 Kings,20,10,"Isaiah said, “This will be the sign to you from Yahweh, that Yahweh will do the thing that he has spoken: should the shadow go forward ten steps, or go back ten steps?”"
2 Kings,20,11,"Hezekiah answered, “It is a light thing for the shadow to go forward ten steps. No, but let the shadow return backward ten steps.”"
2 Kings,20,12,"Isaiah the prophet cried to Yahweh; and he brought the shadow ten steps backward, by which it had gone down on the sundial of Ahaz."
2 Kings,20,13,"At that time Berodach Baladan the son of Baladan, king of Babylon, sent letters and a present to Hezekiah; for he had heard that Hezekiah had been sick."
2 Kings,20,14,"Hezekiah listened to them, and showed them all the storehouse of his precious things, the silver, the gold, the spices, and the precious oil, and the house of his armor, and all that was found in his treasures. There was nothing in his house, or in all his dominion, that Hezekiah didn’t show them."
2 Kings,20,15,"Then Isaiah the prophet came to king Hezekiah, and said to him, “What did these men say? From where did they come to you?”"
2 Kings,20,16,"Hezekiah said, “They have come from a far country, even from Babylon.”"
2 Kings,20,17,"He said, “What have they seen in your house?”"
2 Kings,20,18,"Hezekiah answered, “They have seen all that is in my house. There is nothing among my treasures that I have not shown them.”"
2 Kings,20,19,"Isaiah said to Hezekiah, “Hear Yahweh’s word."
2 Kings,20,20,"‘Behold, the days come that all that is in your house, and that which your fathers have laid up in store to this day, will be carried to Babylon. Nothing will be left,’ says Yahweh."
